,B_georeg_1,B_georeg_10,B_georeg_2,B_georeg_3,B_georeg_4,B_georeg_6,B_georeg_8,CN_gw_summer_predict,CN_gw_winter_predict,CN_hillyness,CN_imk_drain_maybe,CN_imk_drain_no,CN_imk_drain_yes,CN_imk_grass,CN_imk_nonna_sum,B_landscape_1,B_landscape_10,B_landscape_11,B_landscape_12,B_landscape_2,B_landscape_3,B_landscape_4,B_landscape_5,B_landscape_6,B_landscape_7,B_landscape_8,B_landscape_9,CN_longitudinal_curvature,B_lu_1,B_lu_2
45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0420017371473602,-0.9510310381480837,-1.1333373681020418,-0.6834848171247226,0.4047265526121627,-0.565906777088657,0.3419181131397614,-0.4913513631746942,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7762278411903647,0.0,0.0
46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8909845687563736,1.7943969299803717,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0467040173348053,0.0,0.0
47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333365610370813,1.8920989929030927,-0.7759962942882966,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3676944849688876,0.0,0.0
48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7942683538432741,-0.8435587689330908,-1.1333373681020418,-0.2964807596118324,2.532369108552728,-0.565906777088657,2.499443677741094,0.8382688612816112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3618293144699346,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6748254726073754,-0.5944185084801527,-1.490678441915787,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1575626533447501,0.0,0.0
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.873289327091796,2.06796270616399,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0467040173348053,0.0,1.0
51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8334750333464964,2.27802214144784,0.2960269271529389,-0.6834848171247226,2.1068405973646147,-0.1623445066773085,0.3419181131397614,0.6166654905388935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488373553285661,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9667969600729056,-0.9070651098328592,-0.0613141466608062,2.4125476429783994,-0.0208019585759502,-0.565906777088657,2.930948790661361,1.0598722320243288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0408388372814667,0.0,0.0
53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1085777393408928,-0.638384436795377,0.2960269271529389,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4182087955672855,0.0,0.0
54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.311246558290091,1.7406607953728754,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2305150468770755,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1041539289247484,-0.2573463913967657,0.2960269271529389,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3472388289692508,0.0,0.0
56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0021874434020606,-1.0536182042169406,-1.1333373681020418,-0.2964807596118324,2.9578976197408404,-0.565906777088657,1.6364334519005612,1.0598722320243288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321135413885034,0.0,0.0
57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0772222981371717,0.0162193847868526,-1.1333373681020418,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.993980142566041,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0995112725572374,-1.0047671727555805,-0.4186552204745515,-0.6834848171247226,-0.0208019585759502,-0.565906777088657,-0.0895869997805052,-0.7129547339174118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3180578919389767,0.0,0.0
59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.077611066427882,0.0846108288327572,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0700197912972876,0.0,0.0
60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5948081168260659,0.7685252692918031,-1.1333373681020418,1.6385395279526187,0.8302550638002757,-0.565906777088657,2.499443677741094,1.0598722320243288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0116578917584266,0.0,1.0
61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.838506458004718,-0.3599335574656226,2.082732296221665,-0.2964807596118324,1.2557835749883888,-0.565906777088657,1.2049283389802947,0.1734587490534584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0029325894958741,0.0,0.0
62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0198826850666385,-1.0047671727555805,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.222667415472724,0.0,0.0
63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3952989561968345,1.8725585803185485,0.6533680009666841,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3093325939228072,0.0,0.0
64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4580587622163,-0.408784588926983,-1.1333373681020418,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0554293142893844,0.0,0.0
65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5376873497068991,-0.6237291273569688,-0.7759962942882966,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3676944849688876,0.0,0.0
66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9442891397014732,1.344967440535856,1.0107090747804293,-0.2964807596118324,2.532369108552728,-0.1623445066773085,-0.0895869997805052,1.0598722320243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4260563930005293,0.0,0.0
67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4530273375580784,2.0044563652642218,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7265912481604538,0.0,0.0
68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0906636517249486,-0.7947077374717303,1.3680501485941745,-0.2964807596118324,2.9578976197408404,-0.1623445066773085,0.3419181131397614,1.2814756027670462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0175230622573942,0.0,0.0
69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2318368167508589,0.8955379510913402,1.7253912224079198,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1847611634407338,0.0,0.0
70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1037651606340381,0.3386361924318314,0.2960269271529389,1.6385395279526187,0.8302550638002757,-0.565906777088657,2.930948790661361,1.0598722320243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.987237356411896,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3209206393158238,-0.4478654140960713,0.6533680009666841,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0175230622573942,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6925207142719529,-0.8289034594946827,-1.490678441915787,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0612944932811181,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3386158809804014,-0.3697037637578947,-1.490678441915787,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0467040173348053,0.0,0.0
74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7500302496818301,-0.872869387809907,-0.0613141466608062,2.025543585465509,-0.0208019585759502,-0.565906777088657,-0.0895869997805052,0.8382688612816112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0029325894958741,0.0,0.0
75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0152889523111502,0.3093255735550151,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2742864694080188,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8296588371724292,-0.6676950556721932,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1634278238437031,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0241365731434389,-0.4283250015115272,1.0107090747804293,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4639626450325195,0.0,0.0
